Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Barley,2010,Kharif,Maharashtra,4303.910323264472,18450.262458943485,1930.4990856431266,214.85071449275057,121.75632541640705,4.286860337031639
Rice,2010,Kharif,Karnataka,1441.856029599284,5534.88424269979,602.9304334211164,789.291834205402,13.253662566436024,3.838721848143207
Barley,2013,Rabi,Punjab,4216.582484692739,23615.4491458549,1461.4222859935414,935.120431086774,115.97855230045711,5.60061358495534
Soybean,2015,Whole Year,West Bengal,1572.827239517765,7050.95705387477,1665.9342242919104,955.0608608078783,76.53831598882535,4.48298254043249
Maize,2017,Kharif,Andhra Pradesh,6602.394463086504,31239.03425428117,1203.688861840264,703.64035560047,132.22620859656547,4.731470442872852
Maize,2015,Winter,Punjab,7873.896014694947,39190.966057953236,1632.4525325990537,469.3126838650005,112.89909918679143,4.9773283752810125
Sugarcane,2021,Whole Year,Karnataka,5540.275200475311,90424.87446534277,1890.3655968178539,530.5239660488469,59.65656144875279,16.321368739514067
Groundnut,2018,Whole Year,Karnataka,6832.5630610634835,20266.328366436974,1615.9908510189268,691.2691272903841,40.84661573010656,2.9661385025376603
Sugarcane,2018,Winter,Maharashtra,9389.949497132204,65795.79008278958,964.0503007044667,840.7652648575131,86.89518240493243,7.007044085049057
Sugarcane,2023,Summer,Madhya Pradesh,6419.878142749018,61078.39076024108,1342.7695620788038,437.11042378873645,197.49889982142486,9.513948614309223
Sugarcane,2011,Winter,West Bengal,3705.166162020438,46519.368538528324,1867.4052767894348,925.1031023030001,92.78274170436161,12.555271883720641
Sugarcane,2019,Winter,Karnataka,4549.8535708816635,46111.56007913853,1173.646588223739,391.8449394375516,152.2695561862354,10.134734966910838
Sugarcane,2010,Summer,Karnataka,8619.199738113166,75992.24033408775,1522.5477423735724,577.7737977944837,20.824969865020435,8.81662365916157
Cotton,2011,Summer,Andhra Pradesh,1394.1311576059543,5322.351825475714,1198.2720876933088,965.2256200320523,81.98449523930668,3.8176837211037036
Maize,2014,Summer,Uttar Pradesh,3324.7965222592834,12914.23651188723,682.0162354105432,944.3790238830492,120.26137706781073,3.88421860568829
Sugarcane,2013,Summer,Uttar Pradesh,5815.072682807793,36399.64622557339,587.8964538144128,726.1705805749743,152.7273375324116,6.259534181436562
Barley,2013,Summer,Karnataka,6796.256737143501,24759.267784906977,1928.4109394430309,392.10417502750784,110.39289489024141,3.643074230788023
Maize,2018,Winter,Punjab,7658.640846773882,28455.859155405433,1418.8126601316435,297.13152986560317,107.90615370214844,3.715523383942485
Maize,2020,Rabi,Andhra Pradesh,3250.2472803612627,9394.727316879267,655.7223696837374,172.12901980018978,155.1423133934621,2.8904654035538644
Wheat,2017,Rabi,Punjab,1544.005426690588,10420.297813585135,1786.1578377047572,737.7889642654468,69.52466629059106,6.748873827419079
Cotton,2015,Kharif,Gujarat,9552.908175797942,25027.503061137515,1284.03970476622,553.1056246018321,27.215998965564584,2.619883139308727
Sugarcane,2010,Rabi,Madhya Pradesh,856.2829496071909,6564.791176053014,1657.89816835981,615.0589245498315,75.95858949330709,7.666614381454787
Rice,2011,Rabi,Uttar Pradesh,1048.4730222901658,3820.2297613166643,690.1342934381225,525.1529565331641,40.209284735392586,3.6436128351420876
Soybean,2015,Winter,Uttar Pradesh,4999.9311648294915,13465.27440800231,1860.3656477443792,534.6517902160986,193.52939878535233,2.6930919574892798
Groundnut,2020,Summer,Andhra Pradesh,8210.783178621623,13778.315226466131,1385.8031595230384,614.1462572844687,119.72719402057142,1.6780756386724065
Barley,2011,Summer,Rajasthan,7767.590652917735,20390.947502669125,1607.3910211235616,922.8358055584339,94.85408195224754,2.6251315773198844
Rice,2022,Winter,Punjab,9383.22273532151,44371.130152387974,547.0695320252795,126.42966952124293,183.2898568497478,4.7287729817347905
Cotton,2019,Rabi,West Bengal,1501.865498568585,6956.777511014606,972.9573502985047,821.4731016158462,181.0686635997496,4.632090901379018
Soybean,2014,Winter,Andhra Pradesh,3819.699844918117,8956.60311710316,901.1681215931176,451.46463450243914,88.98248302409982,2.3448447471649865
Cotton,2023,Kharif,Maharashtra,2893.20707434493,11504.889787677263,1924.3924929318061,770.4318405546998,176.19819882746395,3.9765179235510337
Barley,2014,Summer,Rajasthan,8622.614223191253,26899.84894787002,778.0078533205041,953.6736963199207,22.164927297172337,3.119686008394136
Maize,2015,Whole Year,Tamil Nadu,4934.710740783884,16127.580017221268,1560.5775900711387,375.6582941737016,178.2866376131839,3.268191564691264
Soybean,2015,Kharif,Punjab,365.7945507150969,1194.714288062932,564.1303066239395,180.59917306941904,69.01087042553202,3.26608005976953
Maize,2023,Kharif,Rajasthan,7108.847627700126,28896.597101627667,796.5261285413578,309.06859268343305,117.37323402471804,4.064877827600361
Barley,2015,Winter,Andhra Pradesh,3948.1111684833654,13123.37169464249,1007.8960313815292,299.8835480013064,61.24083082175429,3.3239620503603313
Rice,2023,Rabi,West Bengal,5358.352957373022,26042.85598885854,1691.7587718121124,767.6644757142286,197.1119158621745,4.860235261849244
Barley,2011,Summer,Maharashtra,8948.49552739898,15157.029938645197,1684.9648700927005,155.67236355260565,23.63819683389324,1.6938076229950159
Rice,2023,Whole Year,Madhya Pradesh,2641.7039688648356,8367.848165976477,1928.9027926147428,145.8402218701604,94.9215044883237,3.167594955604438
Soybean,2019,Kharif,Rajasthan,2478.6202885605535,9003.388622619093,1875.151254000327,724.2477350354524,127.98774941837665,3.6324194811815116
Soybean,2023,Whole Year,Madhya Pradesh,2705.6057913828845,9669.310523539312,622.2718925675246,601.0477163884213,126.96632794408518,3.573806115560224
Sugarcane,2022,Rabi,Karnataka,3447.2691134710567,34718.71740598265,1744.8015832170438,475.9907903588831,150.36409405532032,10.071368455195643
Cotton,2023,Rabi,Uttar Pradesh,1162.8043489963864,4442.741031120167,1176.7603693100252,617.8315662793407,147.63891200118817,3.8207124310763763
Sugarcane,2012,Whole Year,Gujarat,7002.474642005035,124043.55003734402,1798.8291360946002,761.7231153717751,160.69711398805765,17.714244803295188
Cotton,2023,Summer,Uttar Pradesh,2153.247306508452,8114.954098228506,633.9293772966959,193.12423543610137,54.51460780304141,3.768705096576724
Sugarcane,2015,Rabi,Tamil Nadu,9268.842897978799,115954.70463438316,1734.1536522610033,597.9577743828484,80.39623374635997,12.510159672645731
Maize,2022,Whole Year,West Bengal,2235.2945077077197,13771.68759154105,739.4637785011614,841.9751496228748,82.5862920362518,6.161017057955297
Soybean,2017,Kharif,Maharashtra,2630.8560901568735,6368.957580530166,1000.7624451040133,426.1862535204811,191.609535572927,2.4208688587563127
Rice,2021,Whole Year,Madhya Pradesh,3040.500265227082,13632.579648823288,543.2726004350325,786.7161888603752,87.76925284618956,4.4836633644579305
Cotton,2022,Whole Year,Andhra Pradesh,7708.527160413018,30907.51021032619,685.5921322807078,860.8787552318582,52.15515003388861,4.009522126230685
Barley,2020,Winter,Madhya Pradesh,4333.304225676095,16636.415797542904,1168.588828118574,838.8362726381205,130.14544101443263,3.83919866483578
Cotton,2021,Rabi,West Bengal,8211.412777903124,24533.837311056857,1727.5075034517056,685.320761787275,91.18071381679337,2.9877729904258747
Rice,2010,Summer,Andhra Pradesh,7870.051752322306,44255.350499707194,1660.5046570475747,745.6100665568127,57.51521199199217,5.623260417143796
Sugarcane,2010,Summer,Andhra Pradesh,9301.95518539792,138396.33831055774,852.9466426644699,808.9076626433028,145.87574014705822,14.878198782102325
Cotton,2020,Winter,Tamil Nadu,7590.381135530142,19175.623476298908,727.5356736039214,760.3383785478688,46.46580446306841,2.526305745905025
Groundnut,2022,Summer,West Bengal,613.9205797237221,2086.5437891206207,1083.895194472655,506.51214605792086,130.3372677252762,3.3987194077442586
Maize,2011,Whole Year,Rajasthan,8389.084609620677,28645.310119096484,1824.902520819327,243.20884858476,91.80083485004465,3.4145930637349617
Soybean,2020,Winter,Uttar Pradesh,9386.918707383571,10435.326071992586,637.1376112445048,378.7575398969745,70.64176122282771,1.1116881265611
Rice,2021,Kharif,Karnataka,9937.523006241723,32156.936280414517,1314.3710155165254,286.52190601785236,189.73663082258722,3.2359106248324516
Soybean,2021,Rabi,Madhya Pradesh,1340.1491819114049,5185.063313401976,633.2112191045628,425.299738892502,71.63742648480817,3.8690194967747646
Groundnut,2015,Rabi,Rajasthan,6171.405366332692,7608.639231294508,1205.3181817463583,540.3979721641854,76.02640108849397,1.232885992678825
Cotton,2018,Rabi,Karnataka,2074.640792253178,4369.036130440916,690.1872682414735,963.1420045608214,175.4212891853025,2.1059241420274466
Cotton,2013,Whole Year,Maharashtra,2698.84544503473,9546.23802256966,620.5054024990471,963.5165154903364,34.518238946343715,3.5371562458801025
Barley,2012,Kharif,Gujarat,7481.284948406294,29657.86742012956,786.2739995953771,792.6296688251709,30.5330624327516,3.9642745363478573
Groundnut,2021,Winter,Madhya Pradesh,9778.910405220697,23190.530444786462,882.8840290531493,982.1262595270064,63.714478976055474,2.371484090129884
Rice,2017,Winter,Tamil Nadu,5989.069464483927,31328.759524262347,914.3980686971372,998.2142342420132,122.41082542214735,5.230989506808454
Barley,2020,Rabi,Karnataka,8520.786251240248,16241.754727843065,1467.9019208709992,896.731073018779,83.01703042092622,1.906133336636509
Maize,2019,Kharif,Andhra Pradesh,187.9496579053964,762.8579130369212,582.4728134343219,171.55322488552423,125.62535135877826,4.058841721440654
Barley,2023,Kharif,Rajasthan,462.65323451123066,1139.0269315230844,621.2135898580462,483.4396931178357,40.35261989844258,2.4619452465871285
Wheat,2018,Kharif,Uttar Pradesh,6007.570939526047,19903.391490850994,783.0592422189006,580.7079829228079,59.67566126579594,3.313051429804876
Rice,2021,Summer,Tamil Nadu,3950.9327058443473,15525.037862945954,1808.094603772133,211.6743270540827,117.3808434243696,3.9294614762688354
Wheat,2020,Summer,Madhya Pradesh,8908.602368234224,36048.26357518371,1442.9073890948493,827.7675645188126,51.25834842915915,4.046455558923868
Groundnut,2014,Rabi,West Bengal,3089.620939548764,9818.140886784073,1595.5544887819333,233.8150734539028,90.33287979318453,3.1777817016666137
Sugarcane,2018,Kharif,Rajasthan,4377.30517229007,26354.34560832965,1055.5432333364888,444.99589785368556,118.80309662842103,6.020678150374852
Wheat,2011,Kharif,Tamil Nadu,5326.3010585325255,26433.49613236454,819.8305236050013,162.02096193509323,194.99367143337375,4.962824264321131
Maize,2012,Winter,Gujarat,2803.0844455738506,11297.321827772956,556.9420414443692,572.1337791627786,25.178464996742704,4.030318046825791
Barley,2016,Winter,Madhya Pradesh,9094.099187787613,15438.000581993903,1232.8034299578383,637.3373021512156,97.47865592847194,1.6975843635756096
Sugarcane,2016,Rabi,Maharashtra,4698.882488115161,46127.40120784401,1361.4214463409694,761.6591651446116,85.29148254100487,9.816674778420955
Barley,2015,Kharif,Uttar Pradesh,4299.140530278268,18907.549113748373,1845.5041915665677,405.5153398146577,166.6058373957238,4.397983499395996
Wheat,2015,Rabi,Maharashtra,8512.555184449893,28289.38188510676,1823.1394681234908,631.4783496428629,181.0564526154025,3.3232538611654125
Barley,2011,Winter,Karnataka,3188.5861763141947,8172.647231367253,1137.0277377083826,760.7326056944247,182.33250202095934,2.563094355760621
Groundnut,2019,Winter,West Bengal,8192.906910658514,15323.63808944476,1135.3668935051933,785.8316340190216,81.27646947790281,1.8703542291576098
Sugarcane,2015,Summer,Karnataka,1310.5012419413597,14823.912283710446,741.6843450737506,371.4776618050334,67.88447791014158,11.311635433286956
Groundnut,2013,Rabi,Uttar Pradesh,1909.6064803125064,3848.7668608921686,886.1734817638862,160.93353716031254,95.33607758646609,2.0154764348423866
Wheat,2021,Rabi,Rajasthan,9513.332495100174,40357.27356170876,1888.4953644813372,133.85752979639884,75.35739813464258,4.242180495898226
Groundnut,2012,Kharif,Karnataka,8440.230158996308,10526.802719426232,711.5540164028032,791.2542562233253,146.58168630795677,1.247217495390914
Maize,2022,Kharif,West Bengal,3940.199124418422,16066.319216914588,1953.0493201154773,446.8950254631212,50.57849923962068,4.0775399185659165
Wheat,2020,Summer,Punjab,6420.718842298592,25795.347940189196,1257.1078253227947,220.54839652301638,135.14997597403743,4.017517130676067
Wheat,2022,Whole Year,Punjab,9435.404875366463,68073.04842681417,1184.9101621502466,266.040041969145,186.12763128985517,7.214639893677088
Wheat,2011,Whole Year,Tamil Nadu,2197.4031383544343,9997.81559210149,761.9575710295318,789.5354273228112,63.183578242260886,4.549832216763164
Rice,2010,Whole Year,Tamil Nadu,684.2036552077064,4461.056913391396,1492.3118757237212,639.0118006216884,138.60921715187663,6.520071735128534
Barley,2020,Rabi,Madhya Pradesh,5420.933838602522,16990.890910841394,1189.7682775433718,551.2628495472138,37.27661309590188,3.13431069566817
Rice,2020,Rabi,Tamil Nadu,1511.7090987695733,4205.962872646563,1055.994601869832,660.7068270620794,33.06294899847923,2.782256768891532
Rice,2014,Winter,Gujarat,1954.459017842614,6853.077110513986,896.7743278779379,223.7495987416817,31.97245083232454,3.5063805625756235
Maize,2011,Rabi,Tamil Nadu,8926.237978342637,33039.59673916488,599.730204522308,387.13801861914135,36.32035227061628,3.7014021830167976
Sugarcane,2011,Rabi,Gujarat,173.29424058442424,1238.5365699012093,1278.9921748266438,436.6571656465649,51.07132535879398,7.1470151906048365
Barley,2016,Rabi,Tamil Nadu,8186.518261992299,17602.435172280173,969.3624995879552,383.0479924418099,116.93779416434091,2.1501735669488857
Groundnut,2017,Summer,Maharashtra,5217.812685722515,13469.28617686947,1561.7978045041582,877.9746809214425,155.7272732369521,2.581404697360148
Cotton,2022,Rabi,Andhra Pradesh,5637.014437688474,18763.550567937862,1585.2835351237286,623.2790301873556,34.102834505074,3.3286326965009665
Wheat,2019,Kharif,Gujarat,6750.502808517988,33046.13321909862,998.1605173066946,756.3892667355043,175.3028387122377,4.895358783852369
Groundnut,2017,Kharif,Rajasthan,4371.305423849302,8423.933693505096,1503.6810253501412,313.03548088812687,170.11609404174294,1.9270979436818014
Wheat,2023,Winter,Madhya Pradesh,1244.557693104906,3571.1354453768677,888.0128604192414,337.6666335661754,148.20372503554938,2.8694012862253464
Maize,2013,Summer,Uttar Pradesh,1117.9202156677557,4977.514456230278,1590.7605893632294,302.8023847703316,90.93350189767988,4.452477365083796
Wheat,2023,Kharif,Gujarat,7568.185771921031,31667.030224482056,524.115718317833,719.1816198810018,10.295874616849908,4.1842300359447995
Rice,2010,Summer,Karnataka,2288.2479183461205,7823.1117047158705,727.4131504779691,414.1368961214665,149.6053388470564,3.4188217290590566
Barley,2020,Summer,Andhra Pradesh,378.2066678146776,1555.6596859483432,867.5129928611543,464.5757191637468,177.0073674885235,4.113252933738918
Cotton,2016,Winter,Maharashtra,9798.177502079518,28098.3886032618,1659.4032304797595,738.2094470549749,73.70441147265377,2.867715817283197
Soybean,2010,Summer,Punjab,9805.876041670865,47493.072663827916,599.5643796266128,974.618831694885,146.41763663201255,4.843327864027881
Wheat,2020,Rabi,Maharashtra,3843.5992397034206,13768.914050047602,782.0857155732964,245.6877823599862,21.789046728643523,3.5822970063627233
Groundnut,2013,Summer,Tamil Nadu,352.6860611154208,431.8408621615896,1037.9361582577912,156.4086414113231,144.8040255796121,1.2244341633344689
Rice,2017,Winter,Madhya Pradesh,7299.920120068222,19726.62629608749,513.7624912293663,275.36133877071484,22.97861896128968,2.702307144684637
Soybean,2011,Winter,Andhra Pradesh,8327.019398808125,23573.816207542885,1643.181463061613,761.4646164669505,121.56540381884959,2.8310029169521433
Cotton,2015,Winter,Karnataka,1337.6355321465167,1774.5573598017784,1340.1577245082017,275.16456194411467,123.5351243201058,1.3266374263803602
Soybean,2022,Kharif,Gujarat,1441.040287601439,6406.330989126666,1851.0190805300258,625.9171623623977,67.4097453405257,4.4456293444715405
Rice,2015,Rabi,Maharashtra,8240.017596998227,34688.604282369604,546.5465488174182,631.2848828490838,25.03331814457899,4.209773082888366
Barley,2021,Kharif,Andhra Pradesh,9226.883148280825,35361.81830315981,907.0860256494803,364.980790267373,190.37360719536306,3.832477092738354
Barley,2018,Whole Year,Gujarat,7928.4728830740805,28327.208123716075,1596.8774861550532,161.85365188896583,111.7597067631565,3.5728454320868988
Sugarcane,2014,Rabi,Madhya Pradesh,2087.3749967783424,22697.973337719217,1512.7241291734617,459.2804657064442,120.1540437735339,10.873931791245608
Barley,2019,Summer,Uttar Pradesh,4174.060072398787,7739.623100791942,864.5861609070619,268.10688003088205,126.85396891579,1.8542193850947777
Sugarcane,2013,Winter,Punjab,6048.34001607255,42919.72576783744,1393.5316024520932,266.0258892398717,179.29910611596947,7.096116563186718
Soybean,2014,Whole Year,Madhya Pradesh,1686.9053908262042,7640.9433325515565,1690.6364796616306,570.3299839258668,21.44857246388394,4.52956246041114
Maize,2021,Rabi,Tamil Nadu,2184.964677061832,7207.491132712393,550.0710550019221,705.8090242879782,179.72467589198124,3.2986762707781887
Groundnut,2021,Kharif,West Bengal,2900.5721134786945,6405.050475637366,1576.4425953041223,167.8735470398752,55.53853663614208,2.2082024597401593
Groundnut,2019,Winter,Uttar Pradesh,5144.181375879281,7991.702838411099,878.1455976709633,620.4892587782508,24.810547423306012,1.5535421973812302
Soybean,2020,Kharif,Tamil Nadu,5156.9683830577205,16902.232380388898,1921.7769328011987,321.5814791036147,134.88051190495298,3.277552066426876
Wheat,2014,Rabi,Maharashtra,8161.51574154077,22457.432412423997,1307.3303320416626,705.9682549177145,195.6253724087699,2.751625203406687
Wheat,2017,Rabi,Uttar Pradesh,7554.800986807493,27075.467647505535,550.0792739469217,829.19425258213,20.87599259825322,3.5838756963665674
Barley,2019,Whole Year,Tamil Nadu,9145.983183588425,23435.674516593084,1105.145928173833,826.3122720992955,90.96314542709953,2.5624007879924946
Groundnut,2021,Summer,Uttar Pradesh,8345.727055963504,15698.283230310251,1949.4677873292285,432.87522241666085,110.65905981531928,1.880996481797583
Groundnut,2017,Kharif,Madhya Pradesh,2613.3877282259814,10358.910012276516,1595.5594898663203,610.5427064897899,57.90260317966312,3.9637861234269844
Sugarcane,2011,Whole Year,Andhra Pradesh,3379.838016109599,41640.61754075382,950.7185055296933,814.3256654536423,196.74570833906392,12.320299772438423
Maize,2016,Winter,Punjab,5054.190111962084,20472.52506510434,1362.9009414707994,154.72923533242948,131.78301077472722,4.050604471060688
Rice,2017,Summer,Punjab,241.2842321800815,1058.685753589027,1398.6520334293944,645.0619025551259,170.42662784087517,4.387712135283176
Wheat,2020,Whole Year,Tamil Nadu,9048.629862208842,52761.45475373277,535.0222411748153,852.8697854420011,88.99775957462559,5.830877774555504
Groundnut,2015,Kharif,Tamil Nadu,539.0077043671583,1651.2500300058427,768.250041873833,435.1212981113738,77.25161855751537,3.063499865822054
Sugarcane,2014,Rabi,Uttar Pradesh,3292.1685810846993,34717.82014438614,1327.6654074683418,509.8673025831581,115.10000002740753,10.545577873459736
Cotton,2020,Winter,Maharashtra,5734.8304328444265,13028.338188494723,1104.1288377360336,728.8552617034148,92.70290409906154,2.271791353041415
Sugarcane,2018,Kharif,Tamil Nadu,5226.629747207971,39829.25880337326,785.0567217802411,161.0962406791289,145.84013047599095,7.620447732049466
Wheat,2022,Summer,Uttar Pradesh,6579.152938976159,27594.672347886524,1659.0031022962548,447.072364378563,60.50543714024099,4.194259140019441
Wheat,2012,Summer,Rajasthan,5322.44973541267,14994.61134357895,1233.492321018144,366.13969320146407,95.42229590755593,2.817238694395366
Sugarcane,2021,Rabi,Punjab,2367.1141144600406,25326.374711457553,964.9597135502737,115.29482462841773,180.07522198587137,10.699262260634494
Rice,2022,Rabi,Tamil Nadu,2090.6740591593316,11728.785449922967,742.516019623619,276.37539510993406,153.66050106523258,5.610049734217853
Soybean,2022,Winter,Madhya Pradesh,9081.745983847435,20732.20964385213,1416.7450441874462,456.2952090299644,41.933331353399936,2.2828440346961822
Wheat,2019,Winter,Karnataka,2713.2706936823665,7980.537674074703,1499.3919539920562,277.68583756051385,178.50431758440354,2.9412980034232286
Sugarcane,2013,Rabi,Uttar Pradesh,2881.6746154071834,44545.352125001424,1504.395824865643,642.1584863751008,121.91315218458573,15.458147802959745
Groundnut,2018,Rabi,Punjab,4188.233671393411,16710.170040009012,830.4310404330541,503.78734660267804,139.0645648217718,3.989789336288297
Sugarcane,2015,Summer,Tamil Nadu,1480.4394387847422,15369.186650773363,1393.0076108335281,135.53316529604632,65.90874751136056,10.381503118688574
Maize,2017,Rabi,Andhra Pradesh,5122.00115979008,30598.438300860456,1858.1096972876412,347.53623788126527,93.89341009077492,5.973922563913379
Soybean,2016,Whole Year,Uttar Pradesh,6683.814440851101,38078.36379364022,1029.7814011444812,117.52909334129262,163.29437099218768,5.697100679651935
Cotton,2020,Kharif,Maharashtra,7881.404871565932,32150.323179282823,816.1503989627661,422.32166190502835,72.82848156500461,4.079262987144952
Rice,2011,Rabi,Tamil Nadu,7143.3969944558685,28599.895617780337,1658.224274031143,333.1990159712502,41.36170694693672,4.003682791251457
Barley,2012,Winter,Uttar Pradesh,1561.5960443946105,3873.945190145981,765.324410239177,719.3681039516155,81.87793346686131,2.480760119783607
Cotton,2010,Whole Year,Tamil Nadu,4615.064735212147,10505.20896078651,880.6230805923378,376.666233036879,23.15154680778374,2.2762863715937893
Soybean,2018,Winter,West Bengal,482.0033880009664,1851.914959495967,650.9665914679438,437.6427981259276,146.39272711213712,3.842120212425258
Soybean,2022,Whole Year,Karnataka,276.2001675373979,653.2935439132956,901.8114741120039,752.8005386768878,38.07172266709758,2.3652901797202524
Soybean,2016,Rabi,Gujarat,4457.291140910626,13804.925676791632,1115.5025993224676,532.8259083177876,64.1739223415605,3.097155927304152
Cotton,2010,Kharif,Gujarat,2604.308895130527,4286.66587632503,596.2367929144866,600.8089407362559,177.4053910552395,1.6459897995741335
Groundnut,2012,Winter,West Bengal,6865.271869246291,20231.90388839761,1807.5633663459507,857.2119973727038,112.6945550117865,2.9469923804516114
Soybean,2013,Whole Year,Uttar Pradesh,7269.983789452784,33895.25984647279,1270.5121883250285,286.1994749116315,71.05430371333037,4.662357004928633
Sugarcane,2013,Summer,Maharashtra,8964.49687312673,69775.43765514341,1382.1554478327957,990.2669756748313,114.0567091028283,7.783530815244337
Cotton,2014,Rabi,Tamil Nadu,7630.756884036483,26464.273527842088,1056.9286346501817,910.0945826563546,51.47275533005898,3.468105972974353
Barley,2023,Kharif,Uttar Pradesh,577.6168190517628,1841.522585320627,1504.752844330868,357.8975457409549,14.782894644065927,3.188138787827783
Soybean,2012,Rabi,Andhra Pradesh,3779.0678025419,11396.900815050441,1147.672603776546,903.644575858504,124.70917100312256,3.0157968606397025
Sugarcane,2012,Summer,Maharashtra,2802.931182346009,38123.570889093564,1641.9706618088674,778.5605424671321,145.68392722909854,13.601322475989132
Groundnut,2010,Kharif,Andhra Pradesh,3922.711253288896,14532.680685451249,1732.103215273111,937.6808247659366,177.1585354347361,3.704754122105393
Maize,2016,Summer,West Bengal,1684.7490237901457,6381.121241114439,1507.7736678297842,722.0216693131713,156.6578386022975,3.7875797231560107
Groundnut,2020,Rabi,Madhya Pradesh,1067.2706265368752,4127.768379618519,1237.0034287613457,707.0296446857427,186.06876309414784,3.86759297687455
Barley,2019,Whole Year,Gujarat,5257.746970833166,18490.28042915665,1673.4040259033416,103.11796818777819,197.33116035314535,3.5167687855139587
Soybean,2023,Rabi,Gujarat,7231.774977577304,26953.6340291487,1241.4279671072736,527.1503758075507,151.53773507170166,3.7271118242368706
Barley,2010,Rabi,Tamil Nadu,7048.917929126234,24620.19934605837,667.2648565543532,280.24174556058074,174.90542715776348,3.492762945122022
Cotton,2011,Rabi,Karnataka,4564.348789544649,8222.510094043057,674.5103348661593,391.6733132521066,138.0089856133551,1.8014640145113352
Wheat,2022,Winter,West Bengal,5270.561964260566,21643.085621901457,1922.8747094495018,980.9340705967073,42.47818032957113,4.106409481315694
Soybean,2013,Summer,Uttar Pradesh,5211.65435283555,10414.019976255815,820.3445126868141,176.95176204355897,44.52346100123414,1.998217700410191
Wheat,2022,Summer,West Bengal,6946.546739903756,26904.281661473142,1723.8874865329644,750.2378234084133,30.949296699899993,3.8730440705054408
Sugarcane,2013,Summer,Uttar Pradesh,574.4592419646384,5017.7273031444765,870.0581109125428,255.6503576837859,189.16519679876947,8.73469680108889
Maize,2014,Winter,West Bengal,7127.971477825116,27050.019275868068,1146.1701407852247,106.66120554653347,137.82282258948223,3.7949112675352006
Rice,2020,Whole Year,Madhya Pradesh,5863.788917497146,37262.31220611825,1482.422168147216,551.2768379631104,160.08285258844967,6.354647605907173
Barley,2011,Rabi,Rajasthan,2061.2762752485846,5012.612204275601,738.3007593438562,245.09376888372378,72.9198939966292,2.4318002707672424
Groundnut,2013,Whole Year,Karnataka,585.6826520880186,2351.3833396528235,1605.8697325458163,968.9196303834194,97.48012491458398,4.014773753789533
Maize,2010,Winter,Uttar Pradesh,1174.4251265230953,2654.7008057092717,1534.8694588348073,283.32706339836653,17.558111048971632,2.2604257570412827
Soybean,2011,Summer,Karnataka,5294.4442800507695,10880.554032547612,1314.6243336586745,272.83174663138107,178.91140608266852,2.0550889681746307
Wheat,2010,Rabi,Maharashtra,7608.2444479037,19610.292101267365,1348.8346340636485,128.95023219475434,172.07065158820555,2.5775055251636387
Groundnut,2019,Kharif,West Bengal,3413.1071425325613,15152.36523944544,658.6576902823856,396.8376748110202,159.1141536242159,4.439463692956977
Wheat,2019,Kharif,Tamil Nadu,3853.3267159816946,18125.138495740248,1153.9237256526835,121.70050743609922,21.077392859426386,4.703763742785197
Cotton,2022,Whole Year,Punjab,9348.049508956512,54349.07912167587,629.8570930364369,548.9979717188144,43.10744975971241,5.8139485750052105
Wheat,2013,Summer,Maharashtra,2208.8295319225026,5346.886444217051,961.7949365502659,555.0495785446678,73.49242497334767,2.4206876841071896
Cotton,2013,Kharif,Andhra Pradesh,1127.1193032959811,4250.860556833952,1850.4682116359502,147.91895835758737,59.981908314917625,3.7714379874458395
Sugarcane,2016,Whole Year,Gujarat,3499.7601266201777,47153.38174589664,1361.800100832188,316.0560492886746,169.30736932090304,13.473318181790377
Groundnut,2019,Winter,Punjab,7484.62898297351,23245.332364376172,1614.0551572290224,848.8958366299165,47.01879405811779,3.105742771920435
Groundnut,2020,Whole Year,Madhya Pradesh,6298.165181455705,25902.760281679082,1360.8288010638385,516.2902956328298,111.10364841440516,4.11274705178376
Rice,2020,Whole Year,West Bengal,4216.374849758735,22461.498662863636,791.3551370099736,491.1490374271945,118.56240858566933,5.327206300015973
Soybean,2018,Whole Year,Rajasthan,9651.050075035122,35828.758124153166,1392.2124736698372,728.8992526256184,90.75225096088208,3.7124207050622706
Cotton,2018,Rabi,Madhya Pradesh,7376.464739116275,29560.876687590295,1633.0821159582874,743.393749140345,55.73070702878725,4.0074585500061355
Rice,2014,Whole Year,Uttar Pradesh,712.4281013946085,3202.552346973202,707.6075043005412,785.7663407161178,192.45591526741498,4.495263930078093
Wheat,2019,Whole Year,Punjab,7471.851294155079,60716.34867959535,1725.3600651418772,847.4340925775749,88.54585603111427,8.126011384500016
Wheat,2010,Rabi,Gujarat,337.9817034679977,1240.5379468989242,1333.0882684674439,309.02558176213256,148.18889915196633,3.6704292988936498
Rice,2010,Rabi,Tamil Nadu,6538.200898862315,29587.805094309384,506.41280325317194,159.74254655141593,44.96883265468349,4.5253741131536405
Groundnut,2015,Winter,Rajasthan,2183.7800792973217,4369.311753174805,1279.6677295069653,442.23839075198885,166.33412202188336,2.000802092938189
Wheat,2011,Summer,Karnataka,6994.777869471822,21532.84486522071,1093.5072382052444,869.5881195608371,51.01944641439668,3.078417251704187
Barley,2017,Kharif,West Bengal,3166.817709813182,10748.337550674916,944.6697669349813,170.22579785701117,138.30825847887496,3.3940499692699353
